Porto Alegre;
Data;Hora (UTC);Temp. [Hora] (C);Umi. (%);Pressao (hPa);Vel. Vento (m/s);Dir. Vento (m/s);Nebulosidade (Decimos);Insolacao (h);Temp. Max. [Diaria] (h);Temp. Min. [Diaria] (h);Chuva [Diaria] (mm);
11/04/2005;1200;23,6;93,0;1004,3;0,0;0,0;2,0;;;20,6;0,0;
11/04/2005;1800;35,0;50,0;1000,3;2,6;14,0;6,0;;;;;
12/04/2005;0000;24,0;80,0;1008,7;5,0;23,0;10,0;0,00;24,0;;;
12/04/2005;1200;21,3;95,0;1011,3;0,0;0,0;10,0;;;20,1;3,3;
12/04/2005;1800;22,2;86,0;1014,2;1,1;14,0;10,0;;;;;
13/04/2005;0000;20,1;92,0;1015,2;2,8;14,0;10,0;0,00;21,0;;;
13/04/2005;1200;19,8;89,0;1016,0;2,8;14,0;10,0;;;19,3;4,3;
13/04/2005;1800;20,4;91,0;1012,8;3,3;9,0;10,0;;;;;
14/04/2005;0000;20,8;89,0;1010,6;1,6;14,0;10,0;3,70;27,4;;;
14/04/2005;1200;23,2;87,0;1007,9;0,0;0,0;5,0;;;20,0;1,6;
14/04/2005;1800;25,0;87,0;1004,3;0,3;18,0;8,0;;;;;
15/04/2005;0000;23,8;91,0;1004,7;1,0;18,0;9,0;4,40;24,0;;;
15/04/2005;1200;19,4;80,0;1007,9;4,3;23,0;5,0;;;18,5;7,3;
15/04/2005;1800;22,3;66,0;1006,8;6,3;23,0;3,0;;;;;
16/04/2005;0000;19,3;80,0;1009,8;3,6;27,0;7,0;8,60;25,2;;;
16/04/2005;1200;18,0;87,0;1013,1;2,0;27,0;7,0;;;16,3;0,0;
16/04/2005;1800;24,6;60,0;1011,5;2,0;23,0;5,0;;;;;
17/04/2005;0000;19,0;84,0;1013,1;0,3;18,0;8,0;7,90;24,8;;;
17/04/2005;1200;16,2;98,0;1015,9;0,0;0,0;3,0;;;13,5;0,0;
17/04/2005;1800;24,6;58,0;1012,4;1,6;14,0;1,0;;;;;
18/04/2005;0000;17,6;79,0;1012,6;1,6;18,0;0,0;6,90;27,7;;;
18/04/2005;1200;17,2;83,0;1011,0;0,0;0,0;0,0;;;13,5;0,0;
18/04/2005;1800;27,5;53,0;1006,8;0,0;0,0;3,0;;;;;
19/04/2005;0000;21,6;86,0;1007,1;0,0;0,0;10,0;0,00;22,2;;;
19/04/2005;1200;18,7;96,0;1008,7;0,0;0,0;10,0;;;18,0;0,0;
19/04/2005;1800;21,9;84,0;1007,0;2,0;27,0;10,0;;;;;
20/04/2005;0000;19,6;93,0;1008,6;0,3;36,0;10,0;0,50;25,2;;;
20/04/2005;1200;19,0;94,0;1010,8;1,1;9,0;10,0;;;17,0;0,0;
20/04/2005;1800;24,8;68,0;1009,1;1,6;14,0;8,0;;;;;
21/04/2005;0000;20,6;91,0;1011,2;0,3;14,0;9,0;6,30;25,2;;;
21/04/2005;1200;19,0;94,0;1013,8;0,0;0,0;8,0;;;18,0;2,8;
21/04/2005;1800;24,4;66,0;1011,0;2,6;14,0;3,0;;;;;
22/04/2005;0000;19,7;82,0;1012,6;0,0;0,0;7,0;6,80;24,4;;;
22/04/2005;1200;16,5;97,0;1013,9;0,0;0,0;10,0;;;14,9;0,0;
22/04/2005;1800;23,6;65,0;1010,6;1,5;18,0;6,0;;;;;
23/04/2005;0000;17,8;84,0;1011,5;0,3;14,0;0,0;8,10;26,4;;;
23/04/2005;1200;15,4;98,0;1012,3;0,0;0,0;10,0;;;15,0;0,0;
23/04/2005;1800;25,2;53,0;1008,7;1,3;36,0;0,0;;;;;
24/04/2005;0000;19,0;84,0;1008,8;0,3;14,0;0,0;1,60;22,8;;;
24/04/2005;1200;16,2;91,0;1009,9;0,0;0,0;5,0;;;13,0;0,0;
24/04/2005;1800;21,8;77,0;1006,3;0,3;9,0;10,0;;;;;
25/04/2005;0000;19,9;86,0;1007,8;0,0;0,0;10,0;0,00;19,9;;;
25/04/2005;1200;11,1;92,0;1015,6;2,5;23,0;10,0;;;11,0;0,6;
25/04/2005;1800;13,4;86,0;1015,9;2,6;27,0;10,0;;;;;
26/04/2005;0000;13,6;98,0;1018,4;0,3;18,0;8,0;2,20;19,4;;;
26/04/2005;1200;14,5;89,0;1020,0;0,5;18,0;8,0;;;13,0;6,5;
26/04/2005;1800;18,6;79,0;1017,9;1,6;23,0;8,0;;;;;
27/04/2005;0000;15,8;81,0;1018,6;1,3;23,0;7,0;2,80;20,3;;;
27/04/2005;1200;14,5;85,0;1018,2;0,0;0,0;2,0;;;11,0;0,8;
27/04/2005;1800;19,5;74,0;1015,6;0,5;18,0;8,0;;;;;
28/04/2005;0000;16,0;85,0;1015,1;0,0;0,0;10,0;7,50;23,0;;;
28/04/2005;1200;16,4;82,0;1013,8;1,1;9,0;4,0;;;13,6;0,0;
28/04/2005;1800;21,7;67,0;1011,2;2,0;9,0;6,0;;;;;
29/04/2005;0000;16,0;85,0;1012,8;1,0;18,0;0,0;4,30;22,8;;;
29/04/2005;1200;14,2;98,0;1016,7;0,0;0,0;10,0;;;12,4;0,0;
29/04/2005;1800;21,8;69,0;1014,3;1,3;23,0;9,0;;;;;
30/04/2005;0000;16,2;92,0;1016,4;0,3;18,0;0,0;7,40;22,6;;;
30/04/2005;1200;14,0;99,0;1019,2;0,0;0,0;10,0;;;12,5;0,0;
30/04/2005;1800;22,2;55,0;1017,8;1,0;23,0;8,0;;;;;
01/05/2005;0000;15,2;81,0;1018,9;0,0;0,0;0,0;8,30;23,4;;;
01/05/2005;1200;12,8;97,0;1020,0;0,0;0,0;7,0;;;10,2;0,0;
01/05/2005;1800;23,1;53,0;1017,9;1,3;9,0;5,0;;;;;
02/05/2005;0000;16,8;86,0;1016,6;1,0;18,0;0,0;8,30;25,2;;;
02/05/2005;1200;15,4;91,0;1019,2;0,0;0,0;0,0;;;12,8;0,0;
02/05/2005;1800;24,8;48,0;1015,8;1,3;14,0;2,0;;;;;
03/05/2005;0000;18,0;80,0;1015,5;1,3;14,0;0,0;8,10;25,9;;;
03/05/2005;1200;16,0;86,0;1016,7;0,0;0,0;0,0;;;13,0;0,0;
03/05/2005;1800;24,9;54,0;1013,0;2,0;9,0;0,0;;;;;
04/05/2005;0000;19,0;85,0;1013,6;0,0;0,0;0,0;8,30;28,0;;;
04/05/2005;1200;17,6;81,0;1016,4;0,0;0,0;0,0;;;14,0;0,0;
04/05/2005;1800;27,2;50,0;1011,2;1,3;36,0;2,0;;;;;
05/05/2005;0000;20,6;80,0;1012,7;0,3;14,0;0,0;6,70;28,4;;;
05/05/2005;1200;19,4;78,0;1013,8;0,0;0,0;0,0;;;15,0;0,0;
05/05/2005;1800;27,2;56,0;1011,1;1,0;36,0;9,0;;;;;
06/05/2005;0000;21,2;78,0;1012,4;0,3;18,0;7,0;1,00;23,9;;;
06/05/2005;1200;20,2;76,0;1012,3;0,0;0,0;5,0;;;16,0;0,0;
06/05/2005;1800;23,5;74,0;1011,1;0,0;0,0;10,0;;;;;
07/05/2005;0000;19,5;89,0;1011,4;0,0;0,0;10,0;0,00;20,2;;;
07/05/2005;1200;17,8;96,0;1013,2;0,0;0,0;10,0;;;16,4;27,5;
07/05/2005;1800;19,4;88,0;1013,1;1,5;18,0;10,0;;;;;
08/05/2005;0000;17,4;90,0;1016,0;1,6;23,0;10,0;0,50;21,5;;;
08/05/2005;1200;17,0;90,0;1018,4;1,0;9,0;5,0;;;16,0;2,6;
08/05/2005;1800;21,2;70,0;1017,1;1,5;9,0;9,0;;;;;
09/05/2005;0000;19,0;84,0;1018,3;2,6;14,0;9,0;0,00;21,7;;;
09/05/2005;1200;18,0;96,0;1016,6;0,5;9,0;10,0;;;17,7;24,2;
09/05/2005;1800;21,6;85,0;1015,2;0,7;9,0;10,0;;;;;
10/05/2005;0000;19,6;94,0;1010,7;1,0;9,0;10,0;5,50;24,2;;;
10/05/2005;1200;17,1;98,0;1011,5;1,1;5,0;10,0;;;16,7;26,7;
10/05/2005;1800;23,1;73,0;1008,2;1,6;5,0;9,0;;;;;
11/05/2005;0000;19,8;83,0;1008,4;0,3;14,0;8,0;0,00;21,6;;;
11/05/2005;1200;19,2;92,0;1007,2;0,0;0,0;10,0;;;18,0;0,5;
11/05/2005;1800;20,0;94,0;1009,4;1,0;36,0;10,0;;;;;
12/05/2005;0000;19,6;97,0;1010,6;0,3;23,0;8,0;1,00;22,9;;;
12/05/2005;1200;19,2;92,0;1010,6;2,6;9,0;5,0;;;17,0;15,5;
12/05/2005;1800;21,3;90,0;1009,0;0,5;14,0;10,0;;;;;
13/05/2005;0000;20,1;97,0;1008,0;3,0;9,0;10,0;3,00;30,4;;;
13/05/2005;1200;19,8;98,0;1008,3;0,0;0,0;10,0;;;18,5;6,0;
13/05/2005;1800;30,2;59,0;1005,9;0,0;0,0;10,0;;;;;
14/05/2005;0000;23,0;88,0;1006,4;0,3;18,0;0,0;5,70;31,1;;;
14/05/2005;1200;19,6;91,0;1005,8;0,0;0,0;2,0;;;18,0;0,0;
14/05/2005;1800;30,8;56,0;1003,0;0,7;5,0;9,0;;;;;
15/05/2005;0000;21,8;91,0;1007,1;0,3;36,0;10,0;0,00;23,8;;;
15/05/2005;1200;19,4;95,0;1010,2;0,0;0,0;10,0;;;19,0;3,7;
15/05/2005;1800;23,4;82,0;1005,2;1,0;14,0;10,0;;;;;
16/05/2005;0000;21,8;90,0;1005,2;0,0;0,0;10,0;1,70;24,9;;;
16/05/2005;1200;20,2;95,0;1006,3;0,0;0,0;8,0;;;19,8;0,1;
16/05/2005;1800;24,6;69,0;1004,2;2,3;23,0;10,0;;;;;
17/05/2005;0000;20,6;89,0;1006,2;0,3;27,0;10,0;0,00;21,0;;;
17/05/2005;1200;16,8;93,0;1010,3;0,5;9,0;10,0;;;16,0;1,8;
17/05/2005;1800;20,0;87,0;1005,9;0,3;14,0;10,0;;;;;
18/05/2005;0000;18,2;88,0;1006,8;1,3;14,0;10,0;0,00;20,4;;;
18/05/2005;1200;19,2;97,0;1005,9;0,7;23,0;10,0;;;18,0;11,2;
18/05/2005;1800;19,6;97,0;1003,0;0,5;5,0;10,0;;;;;
19/05/2005;0000;19,0;95,0;1002,7;0,0;0,0;7,0;6,30;25,5;;;
19/05/2005;1200;19,1;93,0;1002,8;1,6;27,0;9,0;;;17,8;19,7;
19/05/2005;1800;25,2;69,0;1002,6;2,8;32,0;3,0;;;;;
20/05/2005;0000;18,6;85,0;1003,6;0,3;18,0;9,0;0,30;22,6;;;
20/05/2005;1200;18,6;97,0;1003,2;0,0;0,0;10,0;;;17,0;2,3;
20/05/2005;1800;22,0;82,0;997,8;0,3;36,0;10,0;;;;;
21/05/2005;0000;18,2;92,0;999,9;2,6;32,0;10,0;8,40;18,2;;;
21/05/2005;1200;12,4;63,0;1011,0;4,3;23,0;0,0;;;12,4;8,6;
21/05/2005;1800;16,5;38,0;1007,9;5,0;36,0;0,0;;;;;
22/05/2005;0000;12,7;57,0;1009,5;3,3;23,0;0,0;8,30;15,8;;;
22/05/2005;1200;8,8;72,0;1012,2;1,6;27,0;0,0;;;7,6;0,0;
22/05/2005;1800;15,2;45,0;1010,3;4,0;27,0;1,0;;;;;
23/05/2005;0000;11,6;69,0;1011,2;1,3;36,0;8,0;7,00;19,8;;;
23/05/2005;1200;7,5;93,0;1011,4;0,0;0,0;6,0;;;5,5;0,0;
23/05/2005;1800;18,8;45,0;1004,0;0,3;9,0;8,0;;;;;
24/05/2005;0000;14,8;78,0;1004,6;0,3;14,0;6,0;0,20;20,2;;;
24/05/2005;1200;14,6;95,0;1002,8;0,0;0,0;10,0;;;13,0;0,9;
24/05/2005;1800;20,0;83,0;998,0;0,0;0,0;10,0;;;;;
25/05/2005;0000;17,0;97,0;1001,4;1,0;27,0;10,0;7,70;18,6;;;
25/05/2005;1200;13,0;93,0;1006,0;2,0;27,0;9,0;;;12,8;2,4;
25/05/2005;1800;18,0;64,0;1006,6;3,3;27,0;5,0;;;;;
26/05/2005;0000;12,8;81,0;1010,4;0,3;23,0;0,0;7,10;18,6;;;
26/05/2005;1200;10,2;91,0;1017,0;0,5;27,0;4,0;;;8,5;0,0;
26/05/2005;1800;18,2;62,0;1015,5;0,5;27,0;8,0;;;;;
27/05/2005;0000;12,2;86,0;1015,5;1,0;18,0;0,0;6,70;22,8;;;
27/05/2005;1200;10,2;96,0;1017,1;0,5;27,0;5,0;;;8,8;0,0;
27/05/2005;1800;22,3;57,0;1015,2;0,0;0,0;7,0;;;;;
28/05/2005;0000;16,2;83,0;1015,1;0,0;0,0;0,0;7,80;26,4;;;
28/05/2005;1200;12,3;96,0;1015,5;0,0;0,0;5,0;;;11,1;0,0;
28/05/2005;1800;25,8;52,0;1012,2;0,0;0,0;0,0;;;;;
29/05/2005;0000;18,6;77,0;1012,3;0,3;14,0;0,0;7,70;28,0;;;
29/05/2005;1200;14,8;91,0;1013,0;0,0;0,0;0,0;;;13,0;0,0;
29/05/2005;1800;27,2;54,0;1009,1;1,0;36,0;0,0;;;;;
30/05/2005;0000;19,6;87,0;1011,4;0,3;36,0;0,0;2,70;24,8;;;
30/05/2005;1200;19,6;85,0;1016,4;0,0;0,0;9,0;;;17,0;0,0;
30/05/2005;1800;20,0;84,0;1016,0;0,7;14,0;8,0;;;;;
31/05/2005;0000;17,4;93,0;1017,4;0,8;9,0;10,0;2,80;24,8;;;
31/05/2005;1200;18,8;95,0;1017,0;0,0;0,0;10,0;;;16,7;0,0;
31/05/2005;1800;24,1;76,0;1015,0;0,0;0,0;8,0;;;;;
01/06/2005;0000;19,8;95,0;1015,4;0,3;14,0;0,0;7,50;28,8;;;
01/06/2005;1200;17,5;96,0;1015,9;0,0;0,0;4,0;;;16,0;0,0;
01/06/2005;1800;28,0;58,0;1012,8;1,0;36,0;3,0;;;;;
02/06/2005;0000;22,4;86,0;1012,8;0,3;14,0;0,0;6,70;29,1;;;
02/06/2005;1200;18,2;94,0;1013,6;0,0;0,0;5,0;;;17,0;0,0;
02/06/2005;1800;29,1;53,0;1010,3;0,5;36,0;5,0;;;;;
03/06/2005;0000;22,7;83,0;1010,0;0,0;0,0;0,0;6,80;29,4;;;
03/06/2005;1200;19,4;89,0;1013,4;0,0;0,0;10,0;;;18,9;0,0;
03/06/2005;1800;29,3;55,0;1011,0;1,6;36,0;10,0;;;;;
04/06/2005;0000;23,2;79,0;1011,5;1,0;9,0;0,0;6,60;29,4;;;
04/06/2005;1200;22,0;76,0;1013,6;0,5;36,0;7,0;;;19,5;0,0;
04/06/2005;1800;28,6;59,0;1011,8;1,6;36,0;6,0;;;;;
05/06/2005;0000;23,8;77,0;1012,8;0,3;36,0;10,0;6,00;28,6;;;
05/06/2005;1200;19,3;90,0;1014,4;0,0;0,0;9,0;;;18,5;0,0;
05/06/2005;1800;28,2;59,0;1012,8;3,0;32,0;10,0;;;;;
06/06/2005;0000;22,0;88,0;1014,3;0,0;0,0;0,0;5,60;29,0;;;
06/06/2005;1200;19,4;95,0;1015,4;0,0;0,0;10,0;;;19,0;0,0;
06/06/2005;1800;28,4;64,0;1011,9;0,0;0,0;10,0;;;;;
07/06/2005;0000;22,4;85,0;1012,2;0,3;5,0;0,0;7,40;27,8;;;
07/06/2005;1200;18,2;97,0;1012,4;0,0;0,0;6,0;;;17,0;0,0;
07/06/2005;1800;27,4;56,0;1009,4;0,3;36,0;7,0;;;;;
08/06/2005;0000;19,8;87,0;1009,9;0,3;14,0;0,0;7,60;27,6;;;
08/06/2005;1200;17,4;74,0;1012,6;0,5;36,0;4,0;;;15,0;0,0;
08/06/2005;1800;27,6;56,0;1011,2;0,7;36,0;2,0;;;;;
09/06/2005;0000;19,8;87,0;1012,4;0,0;0,0;0,0;3,30;23,8;;;
09/06/2005;1200;18,3;93,0;1015,3;0,0;0,0;10,0;;;16,3;0,0;
09/06/2005;1800;23,2;74,0;1012,7;1,6;14,0;0,0;;;;;
10/06/2005;0000;18,6;92,0;1013,0;1,0;18,0;2,0;5,00;24,8;;;
10/06/2005;1200;15,5;95,0;1012,4;0,0;0,0;2,0;;;14,5;0,0;
10/06/2005;1800;24,0;69,0;1008,7;0,8;32,0;8,0;;;;;
11/06/2005;0000;20,4;89,0;1009,5;0,3;27,0;10,0;3,80;27,6;;;
11/06/2005;1200;19,4;90,0;1009,0;0,0;0,0;7,0;;;18,7;0,1;
11/06/2005;1800;27,5;59,0;1007,0;0,7;27,0;7,0;;;;;
12/06/2005;0000;22,6;75,0;1007,9;0,7;36,0;10,0;0,00;22,9;;;
12/06/2005;1200;18,3;91,0;1010,2;0,0;0,0;10,0;;;18,0;1,3;
12/06/2005;1800;21,8;74,0;1009,0;0,0;0,0;10,0;;;;;
13/06/2005;0000;18,4;91,0;1009,9;0,0;0,0;10,0;0,00;19,4;;;
13/06/2005;1200;16,8;95,0;1007,2;0,0;0,0;10,0;;;16,5;0,0;
13/06/2005;1800;18,0;94,0;1004,7;1,3;36,0;10,0;;;;;
14/06/2005;0000;18,6;85,0;1004,8;0,3;18,0;10,0;0,40;19,2;;;
14/06/2005;1200;16,6;92,0;1011,9;6,3;18,0;9,0;;;16,0;15,2;
14/06/2005;1800;19,0;83,0;1012,7;3,0;14,0;10,0;;;;;
15/06/2005;0000;17,0;89,0;1015,4;1,6;9,0;8,0;2,50;22,8;;;
15/06/2005;1200;18,2;96,0;1014,6;3,0;9,0;10,0;;;16,5;1,6;
15/06/2005;1800;22,4;77,0;1011,1;2,0;9,0;10,0;;;;;
16/06/2005;0000;19,0;96,0;1014,4;0,3;9,0;10,0;0,60;21,8;;;
16/06/2005;1200;18,0;96,0;1011,9;0,8;9,0;9,0;;;17,0;4,4;
16/06/2005;1800;21,4;82,0;1008,8;1,0;32,0;9,0;;;;;
17/06/2005;0000;19,4;92,0;1009,9;0,3;32,0;3,0;0,00;20,1;;;
17/06/2005;1200;17,6;96,0;1010,0;0,0;0,0;10,0;;;17,0;0,1;
17/06/2005;1800;20,1;89,0;1007,4;0,5;9,0;10,0;;;;;
18/06/2005;0000;18,5;95,0;1008,0;0,0;0,0;7,0;2,80;21,4;;;
18/06/2005;1200;17,0;92,0;1007,1;2,1;32,0;9,0;;;16,7;0,1;
18/06/2005;1800;20,3;79,0;1004,7;2,1;32,0;5,0;;;;;
19/06/2005;0000;18,4;88,0;1006,7;0,3;27,0;10,0;0,00;18,4;;;
19/06/2005;1200;15,0;89,0;1009,4;0,0;0,0;10,0;;;14,0;2,3;
19/06/2005;1800;15,6;80,0;1007,8;0,3;23,0;10,0;;;;;
20/06/2005;0000;14,2;91,0;1009,9;0,3;27,0;10,0;6,00;14,9;;;
20/06/2005;1200;10,4;80,0;1016,3;4,6;23,0;4,0;;;10,0;0,1;
20/06/2005;1800;14,3;58,0;1015,9;3,3;23,0;5,0;;;;;
21/06/2005;0000;10,4;75,0;1019,9;0,0;0,0;0,0;7,70;15,8;;;
21/06/2005;1200;8,5;80,0;1023,4;0,7;27,0;8,0;;;7,7;0,0;
21/06/2005;1800;14,8;56,0;1022,2;0,0;0,0;5,0;;;;;
22/06/2005;0000;9,2;52,0;1023,9;0,3;14,0;0,0;0,10;15,4;;;
22/06/2005;1200;9,0;97,0;1022,6;0,0;0,0;10,0;;;6,6;0,0;
22/06/2005;1800;14,6;82,0;1021,2;0,3;23,0;10,0;;;;;
23/06/2005;0000;11,8;90,0;1019,6;0,3;18,0;0,0;6,10;20,4;;;
23/06/2005;1200;11,0;96,0;1019,5;0,0;0,0;7,0;;;8,4;0,0;
23/06/2005;1800;19,9;68,0;1016,4;0,7;23,0;5,0;;;;;
24/06/2005;0000;14,2;87,0;1017,2;0,0;0,0;10,0;6,20;19,6;;;
24/06/2005;1200;10,8;96,0;1019,8;0,5;9,0;5,0;;;9,5;0,0;
24/06/2005;1800;18,9;67,0;1016,6;1,3;32,0;6,0;;;;;
25/06/2005;0000;12,8;90,0;1017,2;1,0;18,0;0,0;6,90;20,8;;;
25/06/2005;1200;10,2;97,0;1016,6;0,0;0,0;4,0;;;9,0;0,0;
25/06/2005;1800;20,3;65,0;1012,8;0,0;0,0;2,0;;;;;
26/06/2005;0000;16,2;89,0;1012,3;0,3;14,0;7,0;0,00;19,2;;;
26/06/2005;1200;15,0;95,0;1013,2;0,0;0,0;10,0;;;14,5;7,8;
26/06/2005;1800;18,4;84,0;1009,8;0,3;36,0;10,0;;;;;
27/06/2005;0000;16,6;93,0;1009,0;0,0;0,0;10,0;2,20;23,8;;;
27/06/2005;1200;15,5;97,0;1009,1;0,0;0,0;4,0;;;15,1;1,0;
27/06/2005;1800;22,0;76,0;1006,7;0,0;0,0;10,0;;;;;
28/06/2005;0000;18,4;88,0;1007,8;0,3;36,0;10,0;0,60;23,8;;;
28/06/2005;1200;16,5;94,0;1010,3;0,0;0,0;7,0;;;15,5;0,7;
28/06/2005;1800;23,4;74,0;1008,6;0,3;27,0;8,0;;;;;
29/06/2005;0000;19,6;87,0;1010,7;0,3;9,0;6,0;4,10;24,8;;;
29/06/2005;1200;17,4;96,0;1011,6;0,0;0,0;10,0;;;17,0;0,0;
29/06/2005;1800;24,8;68,0;1009,4;0,7;27,0;5,0;;;;;
30/06/2005;0000;19,6;94,0;1010,2;0,0;0,0;7,0;3,20;23,8;;;
30/06/2005;1200;18,3;98,0;1014,7;0,0;0,0;10,0;;;17,8;0,0;
30/06/2005;1800;22,9;78,0;1013,2;2,6;9,0;10,0;;;;;
01/07/2005;0000;17,8;92,0;1014,7;2,0;18,0;2,0;6,70;27,8;;;
01/07/2005;1200;15,0;95,0;1013,0;0,0;0,0;6,0;;;14,0;0,0;
01/07/2005;1800;27,0;64,0;1008,3;2,0;36,0;6,0;;;;;
02/07/2005;0000;21,8;90,0;1007,5;0,3;36,0;0,0;7,60;29,3;;;
02/07/2005;1200;21,5;78,0;1009,0;0,8;36,0;5,0;;;20,0;0,0;
02/07/2005;1800;29,2;56,0;1005,1;0,7;27,0;0,0;;;;;
03/07/2005;0000;22,8;83,0;1004,8;1,0;5,0;0,0;2,30;26,5;;;
03/07/2005;1200;20,0;89,0;1007,2;0,0;0,0;7,0;;;18,7;0,0;
03/07/2005;1800;26,1;64,0;1004,7;0,8;32,0;10,0;;;;;
04/07/2005;0000;20,6;95,0;1005,5;0,3;14,0;10,0;0,00;20,6;;;
04/07/2005;1200;15,0;94,0;1012,6;1,6;14,0;10,0;;;13,4;6,9;
04/07/2005;1800;15,4;92,0;1010,2;1,6;23,0;10,0;;;;;
05/07/2005;0000;13,6;95,0;1015,8;3,0;23,0;10,0;1,30;13,7;;;
05/07/2005;1200;10,0;79,0;1020,6;2,6;18,0;9,0;;;10,0;6,2;
05/07/2005;1800;13,5;68,0;1018,8;1,6;27,0;7,0;;;;;
06/07/2005;0000;10,6;79,0;1021,9;1,3;27,0;8,0;6,30;13,0;;;
06/07/2005;1200;6,0;86,0;1026,0;2,1;27,0;7,0;;;5,5;0,0;
06/07/2005;1800;12,2;59,0;1025,5;3,6;27,0;7,0;;;;;
07/07/2005;0000;10,8;72,0;1028,0;3,3;32,0;10,0;5,70;18,0;;;
07/07/2005;1200;11,0;95,0;1031,5;0,0;0,0;10,0;;;9,8;1,7;
07/07/2005;1800;17,4;65,0;1028,8;4,0;9,0;3,0;;;;;
08/07/2005;0000;12,2;86,0;1028,8;0,3;14,0;0,0;7,40;19,8;;;
08/07/2005;1200;9,5;97,0;1029,2;0,0;0,0;2,0;;;9,0;0,0;
08/07/2005;1800;19,5;52,0;1026,3;4,3;9,0;5,0;;;;;
09/07/2005;0000;14,2;76,0;1026,4;1,3;9,0;0,0;7,80;21,6;;;
09/07/2005;1200;10,3;88,0;1027,8;0,0;0,0;9,0;;;9,6;0,0;
09/07/2005;1800;20,9;58,0;1023,2;1,6;9,0;8,0;;;;;
10/07/2005;0000;15,2;87,0;1023,5;0,5;14,0;0,0;7,80;23,4;;;
10/07/2005;1200;11,6;93,0;1023,6;0,0;0,0;3,0;;;10,5;0,0;
10/07/2005;1800;22,8;53,0;1020,2;0,8;36,0;2,0;;;;;
11/07/2005;0000;16,0;85,0;1019,6;0,3;18,0;0,0;7,90;23,2;;;
11/07/2005;1200;12,4;95,0;1022,2;0,0;0,0;6,0;;;11,0;0,0;
11/07/2005;1800;23,0;53,0;1019,1;0,0;0,0;3,0;;;;;
12/07/2005;0000;17,4;78,0;1018,8;0,0;0,0;10,0;7,50;23,2;;;
12/07/2005;1200;11,2;97,0;1020,7;0,0;0,0;2,0;;;10,6;0,0;
12/07/2005;1800;23,0;57,0;1017,5;1,3;5,0;3,0;;;;;
13/07/2005;0000;16,4;83,0;1016,4;1,6;14,0;0,0;7,50;26,0;;;
13/07/2005;1200;13,4;94,0;1017,5;0,0;0,0;4,0;;;12,5;0,0;
13/07/2005;1800;25,2;55,0;1013,9;1,6;36,0;1,0;;;;;
14/07/2005;0000;19,2;82,0;1013,0;0,3;14,0;0,0;7,50;27,0;;;
14/07/2005;1200;15,6;87,0;1016,0;0,5;9,0;5,0;;;13,0;0,0;
14/07/2005;1800;26,9;46,0;1011,9;1,1;36,0;3,0;;;;;
15/07/2005;0000;19,7;69,0;1011,1;0,0;0,0;0,0;6,90;26,8;;;
15/07/2005;1200;16,3;81,0;1009,6;0,0;0,0;0,0;;;14,5;0,0;
15/07/2005;1800;26,6;49,0;1004,8;2,1;32,0;3,0;;;;;
16/07/2005;0000;21,8;69,0;1004,3;0,3;14,0;10,0;0,00;21,8;;;
16/07/2005;1200;18,0;95,0;1003,2;0,5;9,0;8,0;;;17,8;10,6;
16/07/2005;1800;21,1;81,0;999,0;0,7;5,0;10,0;;;;;
17/07/2005;0000;18,6;90,0;999,2;2,0;32,0;10,0;2,40;18,6;;;
17/07/2005;1200;13,2;93,0;1007,8;2,0;23,0;10,0;;;12,2;16,6;
17/07/2005;1800;15,8;75,0;1008,0;3,6;32,0;8,0;;;;;
18/07/2005;0000;12,4;92,0;1010,4;2,0;32,0;1,0;8,30;14,0;;;
18/07/2005;1200;9,2;82,0;1015,2;3,3;27,0;4,0;;;8,8;1,2;
18/07/2005;1800;13,6;48,0;1013,8;4,6;27,0;7,0;;;;;
19/07/2005;0000;10,4;58,0;1018,3;0,7;23,0;5,0;8,20;13,0;;;
19/07/2005;1200;5,2;84,0;1022,4;0,7;27,0;0,0;;;3,7;0,0;
19/07/2005;1800;12,6;56,0;1019,8;1,6;23,0;0,0;;;;;
20/07/2005;0000;7,0;85,0;1020,6;0,0;0,0;0,0;7,80;18,2;;;
20/07/2005;1200;4,4;97,0;1022,2;0,0;0,0;5,0;;;1,8;0,0;
20/07/2005;1800;17,6;48,0;1016,8;0,3;14,0;2,0;;;;;
21/07/2005;0000;11,4;83,0;1016,4;0,3;14,0;2,0;0,00;13,5;;;
21/07/2005;1200;8,1;89,0;1014,8;0,0;0,0;10,0;;;6,3;0,0;
21/07/2005;1800;11,3;95,0;1012,0;0,0;0,0;10,0;;;;;
22/07/2005;0000;13,5;98,0;1011,8;0,0;0,0;10,0;0,00;15,2;;;
22/07/2005;1200;13,2;98,0;1012,4;0,0;0,0;10,0;;;12,0;14,5;
22/07/2005;1800;14,5;94,0;1011,9;0,5;23,0;10,0;;;;;
23/07/2005;0000;13,6;84,0;1014,6;3,3;32,0;10,0;1,40;14,2;;;
23/07/2005;1200;10,1;91,0;1017,6;1,3;27,0;10,0;;;9,0;0,0;
23/07/2005;1800;13,6;67,0;1015,8;1,6;32,0;8,0;;;;;
24/07/2005;0000;10,0;79,0;1016,7;0,3;27,0;0,0;8,20;15,8;;;
24/07/2005;1200;7,2;97,0;1017,4;1,0;27,0;3,0;;;6,5;0,0;
24/07/2005;1800;15,1;48,0;1014,0;3,3;27,0;0,0;;;;;
25/07/2005;0000;9,0;86,0;1015,9;0,0;0,0;4,0;5,50;16,8;;;
